ID,mox,mox_FDR,moxYG,moxYG_FDR,logCPM
YER153C,-0.21746556,0.737392719,-0.173971381,0.817700853,2.634980712
YER154W,0.579320056,0.08369191,0.610428407,0.055512047,4.584655131
YER155C,0.529713541,0.149360295,0.649010983,0.057236263,5.538756397
YER156C,-0.315866227,0.506159547,-0.079865406,0.926485128,5.672590758
YER157W,0.493252216,0.302600846,0.433128717,0.380365746,3.654350699
YER158C,0.42173566,0.375747391,0.833737181,0.040559622,5.682016255
YER158W-A,0.661955075,0.255739354,0.328267593,0.650464076,1.42326175
YER159C,0.678365919,0.071646115,0.328961712,0.452877615,3.698470369
YER159C-A,-0.060680948,1,4.031218158,0.001186511,1.481508972
YER160C,0.217702662,0.734931662,-0.185712378,0.798018845,5.556486588
YER161C,0.332550065,0.506159547,-0.390712304,0.437680661,2.545627523
YER162C,-2.621084033,1.25E-13,-2.643951841,8.14E-14,4.429266933
YER163C,-0.935162022,0.00405377,-0.707361933,0.036091442,5.005193077
YER164W,-0.242898217,0.585331388,-0.380587237,0.355615601,3.11894428
YER165C-A,-0.147092166,0.970270515,-0.938234941,0.51345472,-0.58864411
YER165W,0.331641279,0.474193351,0.39452402,0.380630127,8.739945006
YER166W,-0.204155977,0.697511112,-0.258041413,0.620285362,6.026205337
YER167W,0.974908098,0.000700799,0.170571217,0.698109309,3.800896452
YER168C,0.085870407,0.894798033,-0.24107816,0.627006617,4.289188244
YER169W,-0.122622968,0.787774445,-0.477636787,0.146659725,3.453989679
YER170W,-0.768859255,0.027121124,-0.375731694,0.351844398,2.708813244
YER171W,0.404017114,0.25467318,0.219621403,0.603433312,3.954380472
YER172C,-0.00253588,1,0.452909426,0.167613509,4.486530019
YER172C-A,1.161430105,0.159405916,0.599237067,0.645438556,-2.106877504
YER173W,0.462364343,0.434884013,-0.163735176,0.859184948,2.404699835
YER174C,0.55113804,0.127859245,0.926042326,0.003682512,4.077233865
YER175C,0.020119474,1,-0.766737501,0.016149389,5.149714077
YER175W-A,-1.416999621,0.0015883,-0.853847522,0.076959485,0.869448696
YER176W,-2.288277759,2.75E-08,-2.629104576,1.84E-10,4.768169487
YER177W,-0.779533152,0.071298788,-0.521930174,0.256443643,9.049854422
YER178W,-0.443844886,0.37300172,-0.328006499,0.54805716,10.55608786
YER179W,-1.369875661,0.001721047,-0.94740181,0.038652569,3.954390748
YER180C,0.093980615,0.91831502,-0.391980013,0.504610469,2.325654713
YER180C-A,0.690367989,0.288232019,-0.837989284,0.202070394,0.184421744
YER181C,-0.113015944,1,0.541326752,0.831625474,-3.703473909
YER182W,0.430868263,0.373564582,0.206919304,0.731895969,2.155184878
YER183C,-0.021693327,1,-0.187228893,0.682774608,4.219289068
YER184C,0.402638618,0.397629103,0.874713269,0.028795965,2.886465647
YER185W,-0.181009403,0.687998764,0.273979871,0.506048515,2.883003031
YER186C,0.13158124,0.789252767,0.017860143,1,3.713096417
YER187W,-0.606542426,0.293601183,-0.270874073,0.708178875,1.715886991
YER188C-A,-0.434262402,0.612176057,0.721953005,0.346776481,0.420874738
YER188W,0.906236985,0.045144913,0.835317313,0.063482465,1.431280661
YER189W,-0.508074997,0.391783543,-0.251541797,0.727821545,1.466489639
YER190C-A,0,1,0,1,-4.776081025
YER190C-B,0,1,0,1,-4.776081025
YER190W,-0.199429002,0.683497623,-0.025844273,1,4.924730721
YFL001W,0.675796198,0.173011843,0.051725108,0.983813453,2.636522413
YFL002C,0.343010882,0.416306703,-0.006188846,1,3.48130238
YFL002W-A,-0.548009281,0.139210427,-1.113187551,0.000546193,3.752101053
YFL002W-B,-0.554796551,0.55297637,0.745848677,0.357384805,-0.476479904
YFL003C,-1.627932954,0.000205103,-1.658617192,0.000195041,1.780223089
YFL004W,-0.541524841,0.111263738,-1.062599973,0.000325396,4.897399502
YFL005W,0.005289435,1,0.287881645,0.501869526,5.900450484
YFL007W,-0.732678408,0.094012153,0.118209634,0.876278782,6.560971788
YFL008W,0.192990104,0.718208517,-0.45699801,0.298961099,2.679763546
YFL009W,-0.229145964,0.598424667,0.314197232,0.445507833,6.164488991
YFL010C,-0.394122359,0.317206209,-0.15452321,0.761219226,5.728906001
YFL010W-A,-0.591666542,0.150649352,-0.122477952,0.854157149,3.453869485
YFL011W,0.578206184,0.459901482,-0.064245412,0.993408572,1.550456946
YFL012W,-1.054781956,0.081524652,-1.377604395,0.014744164,0.577762579
YFL012W-A,-0.497905849,0.721629089,-0.556280128,0.765095182,-3.076884513
YFL013C,1.116950612,0.047864365,0.629445076,0.315722879,2.118097936
YFL013W-A,0.231607513,0.755671912,-3.61E-05,1,1.606597493
YFL014W,1.913658664,1.77E-07,1.284567776,0.000866142,4.760886389
YFL015C,1.52410557,0.02014246,0.750165348,0.369450684,-1.38821004
YFL015W-A,2.510436106,0.278629946,0.395694899,1,-4.192351749
YFL016C,0.934496144,0.004182077,0.844486737,0.010095122,4.486974396
YFL017C,-0.285476662,0.4280809,-0.676132447,0.023156696,4.161570007
YFL017W-A,0.171928037,0.747311541,-0.018821167,1,2.823646119
YFL018C,-0.187141541,0.69992886,-0.405311468,0.319577723,6.361778016
YFL019C,-0.223768812,0.803270998,0.090449663,0.962627342,-0.373144637
YFL020C,0.355384787,0.738284647,1.001790411,0.225863429,-0.413644053
YFL021C-A,0.381001446,0.526762327,0.123116249,0.901973449,2.827487463
YFL021W,1.04279577,0.004911663,2.290169578,1.31E-11,6.627461143
YFL022C,-0.276536582,0.568465561,0.112106734,0.872872392,7.665942483
YFL023W,0.457467826,0.423846958,-0.351156985,0.587400816,2.218650971
YFL024C,-2.085036778,1.14E-07,-0.912712608,0.036372561,4.896900224
YFL025C,0.50452031,0.184175091,0.967491291,0.003185489,5.867873939
YFL026W,0.135232957,0.824938481,0.444269886,0.332056855,8.82832223
YFL027C,0.04713288,0.966583716,-0.32437141,0.460802653,3.314896269
YFL028C,0.090583732,0.861962839,-0.093885004,0.872606091,4.485423361
YFL029C,-0.231979551,0.576567632,-0.006481816,1,4.406734563
YFL030W,-0.934842578,0.154040693,-0.286224477,0.741110873,5.543006129
YFL031C-A,-0.803213532,0.149771521,0.095717721,0.937847998,6.630099281
YFL031W,-1.319874886,0.017738333,-0.607520369,0.34356902,9.639646108
YFL032W,-1.365502816,0.018123476,-0.788010383,0.21046047,6.322777356
YFL033C,0.47303663,0.224221923,1.091433345,0.000861908,4.74780649
YFL034C-A,0.631682401,0.140124287,0.489725709,0.272893713,5.391637221
YFL034C-B,0.56477818,0.338735352,0.03717763,1,2.26941395
YFL034W,0.317538073,0.452654458,-0.207146793,0.672937817,2.821363594
YFL036W,0.909676422,0.001895778,0.755237392,0.011937371,3.528029381
YFL037W,0.192688909,0.684775181,0.37578301,0.3597561,8.46414539
YFL038C,0.459556941,0.306063692,-0.029036179,1,6.056420229
YFL039C,-0.410809417,0.459632176,-0.181652994,0.801645892,12.30270092
YFL040W,-0.278027093,0.597402684,-0.012507301,1,2.059833027
YFL041W,0.220077083,0.642083779,0.601859505,0.10802798,7.300610382
YFL041W-A,-0.148884025,0.912367131,0.238667749,0.81409328,-0.40047717
YFL042C,0.028613733,0.998184794,-0.26410571,0.520972936,3.27965329
YFL044C,-0.607441063,0.06511706,-0.263035983,0.506047306,4.064347757
YFL045C,0.187545734,0.706127406,0.161745756,0.762344498,9.855347444
YFL046W,0.228039162,0.721635062,0.00789081,1,2.961061952
YFL047W,0.615758948,0.048126859,0.378746534,0.266595914,3.803267753
YFL048C,0.325692652,0.440554756,-0.132549967,0.817142525,5.723506648
YFL049W,0.637346779,0.136185239,-0.050764603,0.984886456,2.632987213
YFL050C,0.192908336,0.728747938,-0.171810434,0.786190085,2.237330208
YFL051C,-0.348591465,0.598096071,-1.138954106,0.038069231,-0.237304477
YFL052W,-0.636296494,0.179761749,-1.590994475,0.000146867,0.829489933
YFL053W,-2.258692403,1.10E-06,-1.166536816,0.019014877,1.65562442
YFL054C,-0.296522572,0.598235213,-0.493917245,0.330723506,3.887566403
YFL055W,0.955005008,0.00131176,0.788206833,0.009806218,3.656227656
YFL056C,-0.4981887,0.26776777,0.244631275,0.654038442,2.562774978
YFL057C,-1.068378742,0.00190538,0.017198033,1,2.627840658
YFL058W,1.317284303,0.000817086,1.165937881,0.003351645,4.385941507
YFL059W,0.122938758,0.843108546,0.414765436,0.356664214,3.861647407
YFL060C,0.633474847,0.268862481,0.279582423,0.699636208,1.765694587
YFL061W,0.167313402,0.81395074,0.673914193,0.170522117,1.209119872
YFL062W,-0.161920209,0.731582043,0.092474187,0.888649436,3.800684974
YFL063W,1.399699318,0.532934902,1.650810208,0.374947901,-3.762381594
YFL064C,-0.389176273,0.498201232,-0.373451072,0.531459478,1.451835449
YFL065C,-0.26918372,0.726121097,-0.129901386,0.91404191,0.308764888
YFL066C,0.280888961,0.742868116,0.451614516,0.568965678,2.266160649
YFL067W,1.016828293,0.054656576,1.187585064,0.018388031,0.661452036
YFL068W,-0.064268752,0.973520045,0.475623024,0.426521675,1.626000784
YFR001W,-0.031237166,0.990094281,-0.617738539,0.059882782,4.476751078
YFR002W,0.481165805,0.187397761,-0.23364843,0.602035681,4.232732269
YFR003C,0.070677723,0.936900736,0.007581868,1,3.063147097
YFR004W,-0.148377683,0.802960949,-0.535272241,0.221228321,4.647328467
YFR005C,0.251090992,0.610585529,-0.072654493,0.940902931,3.650622502
YFR006W,-0.152595216,0.752377849,-0.122246506,0.827564386,5.575995572
YFR007W,-0.240770064,0.542822624,-0.129607308,0.795122723,2.971164892
YFR008W,-0.35270396,0.564614724,-1.130600065,0.019470658,1.522021828
YFR009W,-0.234106933,0.577636408,-0.607784588,0.072764672,5.365615536
YFR009W-A,0.04050239,1,0.473917253,0.935868683,-3.765506094
YFR010W,-0.209334812,0.680819182,-0.931526232,0.010379992,4.771920995
YFR010W-A,1.173960685,0.027121124,0.31231442,0.6697003,0.38478574
YFR011C,1.128400024,0.002475028,0.36432062,0.442055523,4.10372058
YFR012W,0.486197659,0.54135159,-0.598165212,0.450802632,-0.171308617
YFR012W-A,0.171010824,0.998184794,0.379170485,0.834715008,-2.667287158
YFR013W,0.424505788,0.274448451,-0.029408409,1,3.112166914
YFR014C,-0.267412285,0.472440735,-0.746292006,0.012427572,3.82456483
YFR015C,-0.964917242,0.063577085,-1.012287774,0.042096238,3.6507465
YFR016C,0.362141428,0.442546634,-0.34268308,0.48327454,3.33731806
YFR017C,0.000732581,1,0.327122413,0.651679522,3.766221915
YFR018C,-0.116324186,0.900869479,0.192940635,0.811456223,7.265723868
YFR019W,0.281355403,0.499737756,0.328510489,0.41802491,4.049789273
YFR020W,-0.916916718,0.000982423,-0.460054698,0.144447005,3.67814463
YFR021W,-0.782660032,0.061373456,-0.332016198,0.507698838,5.456122891
YFR022W,-0.647448442,0.131004135,-0.017549715,1,5.379793887
YFR023W,-1.554540187,0.002468561,-1.211602516,0.022516872,0.638400871
YFR024C-A,-0.586866489,0.123961057,-0.335828224,0.431708638,6.802748702
YFR025C,0.307664689,0.438600947,0.51503143,0.144270152,5.007050173
YFR026C,-1.048072977,0.043821738,-1.065421065,0.038338116,0.648294187
YFR027W,-0.705939322,0.119462705,-0.559588913,0.233369759,1.352044332
YFR028C,0.157806468,0.739884317,-0.037986754,0.990421462,4.443036874
YFR029W,-0.08614424,0.899861854,0.092280331,0.908048234,3.006698704
YFR030W,0.304552012,0.484887909,-0.16971069,0.742363942,7.779020904
YFR031C,0.865560694,0.098360928,-0.043408507,1,2.509399319
YFR031C-A,0.050687849,0.965184788,0.220610983,0.6697003,10.08818795
YFR032C,-0.784323828,0.626773731,-0.794558269,0.657503541,-2.032344378
YFR032C-A,0.535384658,0.329343443,0.146883664,0.862543529,6.578016915
YFR032C-B,0.213700494,0.773587309,0.290325253,0.701472497,-0.487401448
YFR033C,1.227148085,0.002063734,1.038829734,0.010417717,3.911157513
YFR034C,-0.25987593,0.549936133,-0.293323133,0.502285649,3.033082628
YFR034W-A,-1.547865432,0.003483006,-1.043802277,0.060640127,1.247269336
YFR035C,-0.721370723,0.030377081,-0.414959773,0.260590855,4.16936047
YFR036W,0.213061823,0.739884317,0.411873537,0.464768184,1.749255957
YFR036W-A,0.134914225,0.875555871,-0.014791271,1,1.640049942
YFR037C,-0.200279588,0.649168407,-1.043430973,0.000857305,4.552408699
YFR038W,0.411368047,0.275869863,-0.480604157,0.189658246,3.477202255
YFR039C,0.555459893,0.171739424,0.243018736,0.63055047,4.371920067
YFR040W,0.829819413,0.047298916,-0.036982764,1,3.568710781
YFR041C,0.24567376,0.637905165,-0.548805957,0.213442506,3.990834853
YFR042W,-0.390413902,0.349235773,-0.166256593,0.751399565,5.742244153
YFR043C,-0.42239913,0.279148151,-0.2796213,0.523377952,2.920798562
YFR044C,-0.490859606,0.305858538,-0.391758732,0.436929818,9.576082109
YFR045W,-0.221401115,0.596199516,0.596504165,0.072538209,3.721170162
YFR046C,-0.275734826,0.663919247,-0.290946598,0.665722248,1.794616325
YFR047C,-0.998540085,0.040735903,-0.457227083,0.422150427,7.112828676
YFR048W,0.531842637,0.219215503,-0.059838853,0.970175725,2.725571379
YFR049W,0.198662063,0.700079403,0.38629827,0.386522346,3.43570524
YFR050C,0.160728673,0.79795988,0.540255195,0.255114432,6.084499658
YFR051C,-0.136241532,0.807783421,-0.053841054,0.967696961,7.507311415
YFR052C-A,-0.746332869,0.412985636,-1.495378132,0.058219696,1.913307214
YFR052W,0.142313486,0.793590265,-0.122491927,0.845886246,5.327704407
YFR053C,-1.081093083,0.171989209,-2.05442981,0.00331375,5.596487984
YFR054C,0.202275377,0.795136303,0.635942761,0.26541782,0.23321206
YFR055W,0.427823198,0.292443679,2.591867742,6.71E-17,6.464569527
YFR056C,0.094750746,0.916344803,1.858808555,1.16E-06,2.76290568
YFR057W,0.853815669,0.526377012,0.888324725,0.495486378,-3.315612322
YGL001C,-0.808372173,0.02242797,-0.479188125,0.214431587,6.386917944
YGL002W,0.394057267,0.311970315,0.551104213,0.121999469,5.295835135
YGL003C,0.401352887,0.28418838,0.657638299,0.046446984,3.995462736
YGL004C,-1.192775805,0.000234278,-1.529877272,1.32E-06,3.528245211
YGL005C,-0.143212467,0.832863966,-0.4699321,0.346331404,2.520861747
YGL006W,0.265330207,0.54281794,0.152979421,0.768500443,5.113087215
YGL006W-A,0.041125725,1,-0.12555671,0.96375446,-2.364889656
YGL007C-A,0.046241904,1,-0.03142909,1,-0.207468552
YGL007W,-0.2091246,0.78145573,1.295960634,0.012908711,0.995410548
YGL008C,0.967059833,0.014946947,1.069766988,0.005099543,13.61922491
YGL009C,0.765515908,0.118427559,0.695847812,0.152142645,9.887721262
YGL010W,0.011394525,1,0.283779286,0.522157376,3.927405263
YGL011C,-0.166760808,0.75740077,-0.546090592,0.187418567,5.820748569
YGL012W,-0.597483959,0.224366291,-0.279988568,0.645659167,10.32401446
YGL013C,0.562480474,0.14076808,0.748837786,0.032923909,4.003293323
YGL014C-A,0,1,0,1,-4.776081025
YGL014W,0.425939881,0.281578687,0.84190434,0.012533593,6.60888741
YGL015C,0.272600988,0.834602418,-0.49367971,0.669540741,-2.042494403
YGL016W,-0.060825924,0.942944601,0.521809581,0.178068046,5.956937765
YGL017W,-0.241538206,0.54770062,-0.085445169,0.889122353,3.527507285
YGL018C,0.418165927,0.40039478,-0.135897472,0.862584524,1.704591835
YGL019W,-0.884580813,0.024980483,-0.692371341,0.08523228,5.247408296
YGL020C,0.328439591,0.53754729,0.057290567,0.973200422,4.747380507
YGL021W,0.709662358,0.047409129,0.588398967,0.103462437,4.084740304
YGL022W,0.191986842,0.776732025,0.381576206,0.514353472,9.182249888
YGL023C,0.85453283,0.004307544,0.504090078,0.126363159,3.457816629
YGL024W,-0.874444316,0.181439448,0.200514617,0.841874905,0.037503907
YGL025C,-0.616830559,0.094437419,-0.571323017,0.115677796,3.271911655
YGL026C,-0.840194985,0.054198685,-0.446524224,0.365007431,9.932481923
YGL027C,-0.239365538,0.562010864,-0.317720816,0.41802491,5.400377761
YGL028C,0.517690264,0.216593122,0.822692675,0.027465353,7.90752482
YGL029W,0.565699092,0.186836556,-0.001705148,1,3.2600448
YGL030W,0.459898485,0.309875944,0.590865708,0.162039091,10.71890012
YGL031C,0.462414457,0.360886461,-0.269380756,0.654929512,8.734569253
YGL032C,-0.26853128,0.673036812,0.119735805,0.896003516,4.780342931
YGL033W,-0.613513021,0.438447802,-1.281942667,0.071049637,-0.874683684
YGL034C,-0.140163009,0.892393824,-0.455996307,0.583621431,-1.104570819
YGL035C,0.72589672,0.152214676,-0.389666328,0.51345472,2.618947572
YGL036W,0.907067609,0.003672908,0.952085053,0.001952479,4.629319407
YGL037C,-0.40835175,0.356530224,-0.311994859,0.513964844,5.965612495
YGL038C,0.467616443,0.251820487,0.610420972,0.106546087,5.737102276
YGL039W,-0.553429807,0.272727532,-0.287219819,0.637750646,5.236717526
YGL040C,-0.256801771,0.54654214,0.047769058,0.970175725,6.59872799
YGL041C,-0.89360875,0.63210085,-0.0014326,1,-3.615637811
YGL041C-B,-0.227169403,0.820831328,-0.021409739,1,-1.749148441
YGL041W-A,-0.135799085,0.821281813,-0.383117877,0.407389308,2.587458967
YGL042C,-0.40319288,0.425934294,-1.050562438,0.011194431,2.306819945
YGL043W,-0.085685061,0.895839979,-1.17500133,0.000456866,4.481390894
YGL044C,0.021797326,1,-0.330790609,0.493590611,2.619704223
YGL045W,0.497237187,0.289273112,0.520344887,0.262800094,2.243931438
YGL047W,-0.454091114,0.27673928,-0.560651277,0.154132575,2.718985685
YGL048C,-0.579350655,0.098673175,-1.114132198,0.000279592,5.935745201
YGL049C,0.442688971,0.243782028,-0.260971039,0.559947242,3.048072014
YGL050W,0.492243553,0.182752434,-0.199808264,0.678836098,3.444735906
YGL051W,-0.794876331,0.040559795,-0.53297752,0.1970279,3.885402678
YGL052W,-1.062406743,0.003774071,-0.649368756,0.101694208,2.83487153
YGL053W,-0.933694667,0.005273442,-0.557150128,0.126271148,4.137005273
YGL054C,0.730982037,0.065035232,0.504734617,0.227163739,7.143022649
YGL055W,0.29758302,0.555039795,0.54826642,0.214431587,9.489728048
YGL056C,0.239611753,0.571262844,0.296057002,0.473853865,5.157666447
YGL057C,0.797803387,0.073382019,0.872378567,0.039868053,2.772661745
YGL058W,0.445192154,0.415824902,-0.227698759,0.736472218,3.687605358
YGL059W,0.258648554,0.504083826,-0.077195351,0.906144,3.718287031
YGL060W,-0.101548961,0.8399121,-0.212732994,0.620172099,3.416797996
YGL061C,-1.476547872,2.22E-05,-1.379130221,9.70E-05,3.73482744
YGL062W,0.352803633,0.480986506,1.102953555,0.004906539,8.967020434
YGL063C-A,0,1,0,1,-4.776081025
YGL063W,-0.749680841,0.051818221,-0.555410472,0.164307101,3.920566851
YGL064C,-0.676732347,0.127859245,-0.955878956,0.019713261,2.261776962
YGL065C,0.276438575,0.496748243,0.325108815,0.409318149,4.592841434
YGL066W,0.199987293,0.69523739,-0.041681371,0.986486288,2.584811344
YGL067W,0.601770004,0.091747986,1.130443414,0.000285638,5.295628097
YGL068W,0.365033064,0.329003719,0.641633317,0.048750152,4.288170915
YGL069C,0.402831366,0.28233408,0.281247889,0.496831501,4.139855267
YGL070C,0.580938706,0.118946009,0.311338322,0.467130972,3.016536559
YGL071W,0.508191997,0.2180724,0.083548987,0.914361576,2.929827858
YGL072C,-1.04048422,0.273263267,-0.289393709,0.85245748,-0.499982611
YGL073W,-1.439773568,0.002027783,-1.160461852,0.014998836,7.028520456
YGL074C,0.130480891,0.974965121,-0.536821015,0.644308309,-1.563955161
YGL075C,-0.126109353,0.883553467,-0.946412641,0.056906234,1.335263339
YGL076C,0.268449617,0.600861228,0.181318671,0.75795457,9.650536025
YGL077C,-0.256329596,0.621520629,0.81066098,0.042707342,9.985271829
YGL078C,-0.264551827,0.519204885,-0.930972405,0.003256781,4.465627542
YGL079W,0.153740457,0.719501803,0.198618631,0.637750646,3.890676117
YGL080W,0.610204844,0.115912534,0.468336069,0.245134269,4.477986432
YGL081W,-1.883006334,8.84E-05,-1.635500131,0.000861908,2.590382617
YGL082W,0.215345525,0.635846726,-0.642985161,0.073917125,3.366708017
YGL083W,-0.897747778,0.006279618,-0.252024035,0.565096877,4.455999725
YGL084C,0.569935241,0.12440143,0.750143649,0.027868823,6.581358709
YGL085W,0.049264578,0.961039427,0.136443504,0.797998715,2.950851971
YGL086W,0.321784567,0.438639334,-0.334067784,0.43398654,2.97611309
YGL087C,-0.517344399,0.153130723,-0.041491118,0.980892532,4.472576169
YGL088W,-8.227555326,0.000325057,-1.599269907,0.380365746,-1.761429338
YGL089C,-0.633380082,0.28418838,-0.562224207,0.364267841,0.589441466
YGL090W,0.29966978,0.619169665,-0.348692609,0.56882219,1.787702248
YGL091C,-0.258932966,0.494801712,-0.631646967,0.040856706,4.09225846
YGL092W,0.475023858,0.177736137,0.433164961,0.221228321,5.113147011
YGL093W,0.608569307,0.191843723,-0.400834471,0.44818357,2.451909227
YGL094C,0.469773911,0.21436786,0.77728914,0.020052224,5.142391982
YGL095C,0.177175169,0.712546538,-0.326568487,0.446861599,3.777446899
YGL096W,-0.441003643,0.440525158,0.015191822,1,1.282831744
YGL097W,-0.26078277,0.56328455,-0.506306399,0.195062668,4.977471512
YGL098W,0.795370254,0.080555841,-0.193917737,0.770588333,2.383278974
YGL099W,0.439891472,0.345226217,-0.344793932,0.500061663,3.422516628
YGL100W,-0.29459016,0.466886363,-0.350554839,0.373604108,4.969927884
YGL101W,-0.177370038,0.672148367,-0.843677954,0.004608123,4.048392242
YGL102C,0.325977277,0.468150416,-0.14311604,0.811456223,5.111427989
YGL103W,0.247532795,0.618741441,-0.263146873,0.609826015,9.588121648
YGL104C,-0.653541443,0.132544137,-0.176586747,0.767667869,4.777365683
YGL105W,-0.034306764,0.99147819,-0.384958024,0.380365746,7.072038037
YGL106W,0.034297483,0.992889665,-0.281303162,0.57763404,5.152470675
YGL107C,0.441893015,0.234296794,0.210339541,0.648301681,3.69321109
YGL108C,-0.401386261,0.436214062,-0.473771462,0.346399964,2.120501428
YGL109W,-0.486319354,0.435612797,-1.2285883,0.021381813,0.434315561
YGL110C,0.582680203,0.162333183,-0.231583741,0.670851646,2.386879441
YGL111W,0.073253161,0.912367131,-0.722050544,0.033268648,4.619928341
YGL112C,-0.049197184,0.954664672,-0.27262657,0.50351431,4.721845815
YGL113W,0.358191925,0.539755918,-0.730086188,0.152755491,1.803919156
YGL114W,0.32594459,0.449729628,0.577271546,0.126363159,7.405301039
YGL115W,-0.321087792,0.425934294,-0.006372326,1,5.637850382
YGL116W,0.055447656,0.961039427,-0.466208732,0.302764293,2.764523682
YGL117W,0.11334385,0.84093853,-0.785329243,0.025203205,5.637073913
YGL118C,-0.58602824,0.443631482,-1.31191741,0.05279452,-1.303225269
YGL119W,-0.130410089,0.760175542,-0.151202368,0.731895969,3.746220749
YGL120C,-0.138344805,0.784665754,-0.514751368,0.163032736,5.298253184
YGL121C,-2.087974476,7.33E-12,-1.243726301,0.000112829,3.910890329
YGL122C,-0.354078396,0.39392186,-1.055400248,0.00148018,4.438278543
YGL123C-A,-2.204783153,0.469610589,-3.358455229,0.25244954,0.879333544
YGL123W,0.116753972,0.844318271,0.237483421,0.640237467,11.47214277
YGL124C,-0.404359356,0.272717952,-0.303239192,0.442055523,3.864836763
YGL125W,1.061077103,0.006193151,1.70195246,2.26E-06,8.375863331
YGL126W,-1.302099768,0.010032825,-1.118232277,0.027868823,6.589959524
YGL127C,-0.362041496,0.397297952,0.132202702,0.826470594,3.269260263
YGL128C,-0.020176434,1,0.349850041,0.509826828,2.112903094
YGL129C,-0.116699679,0.826212258,-0.158481182,0.753106253,3.567390485
YGL130W,-0.581817961,0.096412707,-0.980599719,0.001595026,3.888181947
YGL131C,0.017163544,1,-0.306761916,0.713711045,3.106269554
YGL132W,-0.15246731,0.913291844,0.714506214,0.380910013,0.194053027
YGL133W,-0.105125984,0.873137516,-0.088131075,0.914361576,4.102568815
YGL134W,0.042680606,0.977148702,-0.510338894,0.212133585,2.787254485
YGL135W,0.268321474,0.571599602,0.314810742,0.502928164,10.93392193
YGL136C,-0.263365567,0.494801712,0.030292178,0.997279174,3.488804138
YGL137W,-0.37824873,0.366001878,-0.149845774,0.784296985,6.59140796
YGL138C,-1.323962511,0.56328455,-1.662213801,0.444774888,-2.677911463
YGL139W,1.505802965,5.86E-05,1.549653333,3.63E-05,5.933748222
YGL140C,-0.016309136,1,0.425632017,0.411894282,7.551159826
YGL141W,0.128376267,0.764575644,0.33041907,0.342351795,3.841421854
YGL142C,0.430270765,0.277873647,0.735702242,0.03419729,6.689011922
YGL143C,-0.479308789,0.250502396,-1.077543595,0.002546575,2.461384358
YGL144C,0.191521116,0.694762638,0.344898462,0.421690576,2.936367261
YGL145W,0.598793064,0.233066996,-0.545630013,0.295587343,3.171610989
YGL146C,-0.528359091,0.226281295,-0.808062292,0.04073182,2.368963131
YGL147C,0.636080231,0.292302942,-0.230214366,0.770804037,9.107977224
YGL148W,-0.589050462,0.136061328,-0.217790779,0.669540741,8.230405438
YGL149W,0.352073836,0.822149532,-1.140688156,0.287925469,-1.507705791
YGL150C,0.050857566,0.954664672,0.296971936,0.460440502,4.237604776
YGL151W,0.873152219,0.024398493,1.46968539,3.05E-05,4.304112991
YGL152C,-2.015217324,0.035182285,-1.254036823,0.236655197,-1.465187262
YGL153W,-0.760468601,0.013409146,-1.329868637,2.26E-06,3.282872603
YGL154C,-0.82741515,0.008063867,-0.419066009,0.237748307,4.677046154
YGL155W,0.366120103,0.360921874,0.249113858,0.581904882,4.088364266
YGL156W,-0.857805801,0.017026441,0.473458371,0.234015759,4.609133453
YGL157W,-0.356175865,0.397117611,0.360523074,0.390380227,5.2841846
YGL158W,-0.876347074,0.096149293,-0.798236268,0.132436825,0.440338156
YGL159W,0.565578673,0.169446831,0.4597109,0.281488262,3.433709718
YGL160W,0.368147478,0.362007682,0.655863587,0.061738968,5.956460596
YGL161C,-0.211332032,0.687998764,0.074204896,0.936135563,6.644793577
YGL162W,1.053542665,0.032397268,0.313404255,0.635272883,2.294191832
YGL163C,0.604620308,0.172688127,-0.326046688,0.533484099,2.436732986
YGL164C,0.377635129,0.510316007,-0.624968236,0.237024309,2.523031848
YGL165C,-0.566625119,0.282307423,-0.447104767,0.427516907,1.539336172
YGL166W,-0.480833321,0.175337796,-0.55600148,0.099039703,3.198696721
YGL167C,0.40026146,0.331442041,0.798323975,0.02308079,7.575646227
YGL168W,-0.359798563,0.60886614,0.721892093,0.230365097,4.501372076
YGL169W,0.034545026,0.98083347,0.124011867,0.798662383,4.600676835
YGL170C,-0.137351508,0.882821052,0.031611382,1,0.415300802
YGL171W,0.257546609,0.674570721,-0.665638205,0.183002993,3.370178435
YGL172W,0.169298806,0.725829355,0.075016664,0.921643482,3.771875333
YGL173C,-0.553041803,0.162757469,-0.652762735,0.07889527,6.149541118
YGL174W,-0.415914537,0.412985636,-0.898798642,0.037300845,2.055087674
YGL175C,-0.827484948,0.136652983,-1.547082882,0.0020004,0.723403069
YGL176C,0.152835228,0.712546538,0.517544123,0.095329754,3.195028979
YGL177W,1.460852351,0.103713512,1.358762702,0.126434672,0.716045018
YGL178W,1.924111477,0.218938532,2.367352201,0.11311139,5.692187932
YGL179C,-0.52346161,0.119820394,-0.349374665,0.336916854,3.082739969
YGL180W,0.452999959,0.350508983,-0.235007329,0.69695734,2.132601267
YGL181W,-0.27061077,0.452654458,-0.58051384,0.055383933,4.11471954
YGL182C,-1.550414498,0.056067286,-1.386366598,0.087556888,-1.722951264
YGL183C,-1.979770804,0.032328366,-2.389332232,0.009244365,-0.813578567
YGL184C,-0.619716923,0.080704796,-0.91509713,0.004556837,2.768407573
