ID,mox,mox_FDR,moxYG,moxYG_FDR,logCPM
YIL030C,0.454237006,0.256944035,0.655541149,0.071185034,7.950029049
YIL030W-A,-0.094019682,0.975087306,0.32457824,0.903527906,-1.93699126
YIL031W,1.041112166,0.420208848,0.716887047,0.625655669,2.720741793
YIL032C,-2.54268888,6.89E-07,-1.474808651,0.0062139,1.184732678
YIL033C,-0.289245796,0.609730232,0.489564403,0.336377381,7.667964904
YIL034C,-0.312077923,0.454108402,0.089718486,0.893718466,6.693882107
YIL035C,0.775859392,0.076691164,-0.003190071,1,4.362420246
YIL036W,0.403102231,0.247608848,-0.094512263,0.871864461,3.483822422
YIL037C,-1.371358812,3.23E-05,-0.79025883,0.027057218,3.219630522
YIL038C,1.195703182,0.009746334,0.37621385,0.527048667,3.608258467
YIL039W,-0.13224672,0.800332931,0.168643111,0.740543388,6.727153896
YIL040W,0.863031463,0.025683809,0.998183048,0.006553293,6.22095011
YIL041W,-0.658869132,0.177131625,-0.423101131,0.428854451,7.48253399
YIL042C,0.150884496,0.831608498,0.695810579,0.148182589,4.645680406
YIL043C,-0.648855094,0.153130723,-0.723303502,0.093816348,9.045702324
YIL044C,0.153751895,0.759895123,-0.344467302,0.424440198,4.204731438
YIL045W,-0.502097286,0.203852383,-0.708826298,0.050379088,2.644050384
YIL046W,-0.700470091,0.180043596,-0.632073033,0.229986065,4.550910676
YIL046W-A,-0.27749381,0.807148113,-0.594474723,0.557699347,-1.583015526
YIL047C,1.007727096,0.005440284,0.924048779,0.010624446,8.214344127
YIL047C-A,0.544928848,0.329343443,1.259589955,0.007055264,3.082290815
YIL048W,0.437634472,0.267627235,0.727514117,0.036078794,6.337303035
YIL049W,-0.297214999,0.432764324,0.139092463,0.767837181,5.157509912
YIL050W,0.317398594,0.419157793,0.537932457,0.120439725,3.575975997
YIL051C,-0.931523973,0.044468222,-0.124968308,0.881843049,8.33465933
YIL052C,0.550874521,0.298757878,0.061851126,0.974263765,8.307777183
YIL053W,-0.800028037,0.098360928,-0.423560841,0.439209495,7.879590031
YIL054W,0.20969641,0.977262889,-0.310175553,0.91404191,-2.472233195
YIL055C,0.19456261,0.732147692,0.382972223,0.440405634,3.131631684
YIL056W,0.311609519,0.519204885,0.680688404,0.093334952,5.740240804
YIL057C,-1.832911895,0.03976593,-0.675870921,0.55657913,-2.144954421
YIL058W,-0.629206006,0.155131645,-0.362538066,0.474195146,1.882242189
YIL059C,-0.63273313,0.196203713,0.170193475,0.811891697,1.896283083
YIL060W,-0.577901887,0.192548718,0.042102989,0.99160671,2.149673865
YIL061C,0.08514952,0.923963765,-0.247063406,0.678836098,2.124444038
YIL062C,-0.513708159,0.152267267,-0.552637302,0.10802798,5.670894929
YIL063C,0.504451278,0.272934166,0.041514638,0.991881047,3.673506663
YIL064W,-0.19041151,0.672148367,-0.776601017,0.017669575,4.79272618
YIL065C,-0.123739036,0.804457793,-0.533402756,0.129185886,3.542343593
YIL066C,-0.598400597,0.110318746,-0.506932339,0.181285829,3.247183005
YIL066W-A,0.297913496,0.697343525,0.232632326,0.793017477,1.43848879
YIL067C,0.035392983,0.985071117,0.502847227,0.161723641,5.376576534
YIL068C,0.556324942,0.18760802,-0.294921103,0.562576957,2.978565443
YIL068W-A,0.2716876,0.789670471,-0.959378049,0.250103158,-1.231911022
YIL069C,0.634336895,0.191589797,0.7254607,0.116762561,8.543978143
YIL070C,0.226873249,0.585941841,0.236682285,0.582470385,3.588768363
YIL071C,0.155306504,0.81395074,0.14320023,0.848939396,2.384557562
YIL071W-A,-0.174707442,0.830519085,-0.033558534,1,0.655749215
YIL072W,-1.027202681,0.005777976,-0.00637794,1,2.831768555
YIL073C,-1.226523549,8.15E-05,-0.678918072,0.046409816,4.247986736
YIL074C,-0.112402577,0.861032828,0.202310316,0.715404989,6.245961677
YIL075C,-0.215564148,0.637905165,0.297350539,0.495461206,6.845154506
YIL076W,-0.444080032,0.366001878,-1.144312977,0.004490581,5.50802448
YIL077C,-0.19416888,0.658554818,-0.263916071,0.52986818,3.228210629
YIL078W,0.225149253,0.649193069,-0.176850672,0.744466922,7.41294502
YIL079C,-0.086711325,0.912367131,-0.671037872,0.109262886,3.608014391
YIL080W,-0.22404601,0.853060047,0.397966079,0.654038442,-0.873703602
YIL082W,0.006721746,1,-0.120544592,1,4.905530254
YIL082W-A,-0.336611189,0.626852697,0.202220803,0.813166202,5.269236386
YIL083C,-0.252316143,0.54135159,0.385498844,0.303033605,4.534628166
YIL084C,-1.923168717,1.25E-07,-2.265076056,5.14E-10,3.692833091
YIL085C,0.053301946,0.952766502,0.107139389,0.862543529,5.299093777
YIL086C,-0.783507471,0.143815375,-0.977224513,0.05417496,0.976196463
YIL087C,-1.386803299,0.007401321,-1.170337995,0.024928419,5.718364309
YIL088C,-0.373276455,0.39971337,0.453280602,0.285959068,7.420297615
YIL089W,-0.343725845,0.567100109,-0.346189419,0.582533549,1.913627854
YIL090W,0.742907083,0.037895746,1.001411582,0.002510705,7.702974463
YIL091C,0.781944763,0.093900394,-0.089999103,0.931278799,3.695229826
YIL092W,-0.234567962,0.645725678,-0.701446019,0.079704848,2.023902945
YIL093C,-0.277333786,0.547517632,-0.854529708,0.01951398,2.813600917
YIL094C,-0.523908579,0.155131645,-0.838166843,0.010422955,6.508722429
YIL095W,0.086573845,0.864990257,0.504876966,0.108419905,3.359440711
YIL096C,0.304083727,0.629716756,-0.715474266,0.178068046,3.017675664
YIL097W,0.202648766,0.711964973,-0.051545085,0.987100268,2.163963098
YIL098C,0.570997391,0.269733625,0.263098427,0.678836098,2.60643906
YIL099W,-0.482843696,0.3403271,-0.817012178,0.068427629,3.041035713
YIL100C-A,0.826739874,0.24624402,0.490617233,0.564699018,0.188690984
YIL100W,-2.237483125,0.012638617,-2.537349569,0.004906539,-1.6201395
YIL101C,0.995116748,0.00753265,1.269566374,0.000361834,4.91200975
YIL102C,-0.924025251,0.281886942,-0.48704598,0.65231421,-2.055725016
YIL102C-A,-0.518817052,0.176828788,-0.511031445,0.178477181,2.733553859
YIL103W,-0.306582247,0.426918189,-0.349779734,0.355615601,4.419390627
YIL104C,0.119244484,0.874272997,-0.714032155,0.134794653,3.143284489
YIL105C,0.82822759,0.011411687,0.098940422,0.871864461,3.000404408
YIL105W-A,-2.585929609,0.731045641,1.989321404,0.329081105,-4.23268872
YIL106W,0.559850126,0.160818404,0.768030605,0.035079571,3.742511093
YIL107C,0.170148687,0.69523739,-0.378512023,0.296606342,3.678784589
YIL108W,-0.198523386,0.688150033,0.388803143,0.363539606,6.098891594
YIL109C,0.483498004,0.234073259,0.812262148,0.023211479,8.298402157
YIL110W,0.468538914,0.371979213,-0.041522612,1,3.953846368
YIL111W,-0.887732537,0.029148883,-0.864685117,0.029979083,4.828094025
YIL112W,-2.064156939,7.48E-05,-1.414134455,0.009172736,5.004073458
YIL113W,-0.888087993,0.052739485,-0.506326658,0.31637951,3.287056747
YIL114C,-0.483099288,0.189529142,-0.096349272,0.876278782,5.413507155
YIL115C,0.476839168,0.256118228,0.534153074,0.187749594,6.742511348
YIL115W-A,-0.625501988,0.397629103,0.234538589,0.815037762,2.76362801
YIL116W,-0.984304564,0.004904788,0.01569709,1,6.922213072
YIL117C,-0.152040848,0.757229001,0.296855656,0.493386876,5.279719354
YIL118W,0.113965942,0.872783092,-0.42986065,0.392017926,4.279464133
YIL119C,0.761322393,0.036562049,1.285175702,9.69E-05,3.087198451
YIL120W,0.127989458,0.820831328,1.135557787,0.001038349,4.32563479
YIL121W,0.815549254,0.024669393,1.092893983,0.001204772,9.134950005
YIL122W,0.254917665,0.648977137,0.385193,0.45620209,2.374831057
YIL123W,1.30379294,0.000310074,1.316186736,0.000285638,8.96507078
YIL124W,-0.510456601,0.273767445,-0.178429818,0.772264095,6.526297078
YIL125W,0.320643954,0.511747585,0.65399542,0.115712609,6.403262233
YIL126W,0.517704589,0.241728609,0.125876288,0.855038163,3.508732138
YIL127C,0.557326595,0.341901418,-0.422030167,0.512165946,3.376014936
YIL128W,0.471365524,0.253910898,0.943891174,0.007496156,4.165709788
YIL129C,-0.142662777,0.769095198,0.652839558,0.055190117,5.009849042
YIL130W,1.214668329,0.006209536,0.361429009,0.531090227,2.936536658
YIL131C,-0.241694652,0.57693466,-1.014031885,0.001812845,3.112802479
YIL132C,-0.698922203,0.155719718,-0.754595087,0.117324,1.576746298
YIL133C,0.763795862,0.107392076,0.752715016,0.102402895,9.265312351
YIL134C-A,-1.647227627,0.093271199,-0.618710738,0.606071162,-2.717660873
YIL134W,-0.201666343,0.627219401,0.013333833,1,3.788188227
YIL135C,1.237879292,9.63E-05,1.310195735,3.78E-05,4.967624639
YIL136W,0.164108069,0.759470909,0.037429121,0.999077516,2.842203473
YIL137C,-0.342846363,0.420050199,0.278960151,0.540559467,6.122271763
YIL138C,0.234625987,0.643954531,-0.557483707,0.184455676,4.985861919
YIL139C,0.297658576,0.539728671,-0.063100568,0.963278074,2.776480767
YIL140W,1.39180631,0.622182291,1.174928303,0.703956288,6.23292636
YIL141W,0.83575691,0.285756152,0.507293981,0.570593137,3.01038692
YIL142C-A,-0.594796184,0.354591071,-1.384279319,0.010750434,2.234260661
YIL142W,-0.776194272,0.032543989,-0.961272796,0.004798915,6.098844779
YIL143C,0.450504303,0.181439448,0.356642366,0.31207546,4.183259383
YIL144W,0.893924207,0.121279481,0.014706944,1,2.12610072
YIL145C,-0.246503167,0.575198065,-0.031358967,1,6.153564388
YIL146C,0.289489572,0.451441612,0.768660108,0.012880774,4.034450789
YIL147C,0.653537869,0.072373278,0.932396681,0.004674573,5.763723512
YIL148W,0.263319633,0.620373152,0.151902923,0.820166815,9.750172237
YIL149C,0.907886437,0.024608004,-0.07583081,0.943199901,2.999526263
YIL150C,-1.052307218,0.09081367,-1.227457006,0.037446792,1.021854908
YIL151C,0.846038286,0.009746334,1.04139412,0.000861908,4.177606339
YIL152W,-0.318730196,0.444132384,-0.274922824,0.535022658,2.79826647
YIL153W,0.095962772,0.881536967,0.461033223,0.26541782,5.847574211
YIL154C,-0.749676778,0.15427086,-0.487424399,0.393631571,4.669042486
YIL155C,1.158086937,0.000690017,0.719365974,0.049045634,4.579074792
YIL156W,0.559374058,0.110991869,0.482611022,0.172233803,3.650689398
YIL156W-A,-0.237961553,0.743595661,0.038913254,1,0.950041705
YIL156W-B,-0.413915185,0.260138192,-0.460075874,0.197487254,4.087360016
YIL157C,-0.453245753,0.273859269,0.185352243,0.729632055,4.648684639
YIL158W,0.618829739,0.177926709,-0.159891849,0.819225386,3.472679588
YIL159W,-0.763576822,0.023955923,-1.530036273,4.74E-07,2.966620143
YIL160C,-1.348193941,0.001864967,-0.505770843,0.334369012,3.527176369
YIL161W,0.766955551,0.090503857,0.356488428,0.505910889,2.416471123
YIL162W,-0.215936443,0.670112218,-0.251728519,0.622651532,7.778124173
YIL163C,-0.491752901,0.275869863,0.206423878,0.723589927,2.433659493
YIL164C,-0.000650971,1,-0.087016287,0.88036004,3.642900661
YIL165C,-0.093203177,0.886993554,0.296539215,0.521277596,2.979844026
YIL166C,-0.123384903,0.813715485,0.239118975,0.600526921,2.978338697
YIL167W,0.216661159,0.739884317,0.782820575,0.10293194,0.894566938
YIL168W,0.170443807,0.879849078,0.627012801,0.387618629,-0.121715925
YIL169C,-2.285914864,5.58E-06,-1.451084712,0.005829852,5.386220592
YIL170W,-0.897258244,0.049207572,-1.386255373,0.000993778,1.709953898
YIL171W,-2.081012728,9.43E-05,-1.0793069,0.061883421,0.193597852
YIL171W-A,-0.190416486,0.899202341,0.045300209,1,-1.978218361
YIL172C,0.0773353,0.942944601,0.121849253,0.885406474,0.930819482
YIL173W,-0.208540212,0.67706509,-0.223813275,0.664679988,4.272089411
YIL174W,1.323204159,0.181321726,1.639708677,0.05699347,-2.30393968
YIL175W,-0.075231164,1,0.995266992,0.203908067,-1.462605671
YIL176C,1.267866663,0.107151298,1.917090273,0.007885631,-1.657876333
YIL177C,0,1,0,1,-4.776081025
YIL177W-A,0,1,0,1,-4.776081025
YIR001C,0.202992967,0.652279648,-0.330074601,0.425633265,3.209184218
YIR002C,-0.037513162,0.974546426,-0.581380366,0.057704744,3.491632238
YIR003W,-0.197315335,0.659242336,-0.41192286,0.280829239,3.165257414
YIR004W,0.621804658,0.137119618,-0.253443724,0.641671666,3.276260074
YIR005W,-0.037566354,0.993434398,0.086616763,0.915140912,2.515873055
YIR006C,0.13299452,0.866643631,0.651604332,0.20981112,6.643346606
YIR007W,-0.246610061,0.564860203,-0.017713213,1,3.18991789
YIR008C,-0.126043505,0.782930279,-0.111900851,0.826837192,3.818180688
YIR009W,0.269013982,0.691142565,-0.09491666,0.943199901,1.542285047
YIR010W,0.916131653,0.095788998,0.092402203,0.942545475,1.772644485
YIR011C,0.319753523,0.411632053,-0.166492331,0.731895969,4.133392675
YIR012W,0.1194687,0.826310088,0.042167392,0.982040298,5.706300752
YIR013C,-0.900143013,0.104370459,-0.939563682,0.078774221,0.439268142
YIR014W,-0.581337133,0.273661971,-1.123488759,0.016328054,1.049379423
YIR015W,0.094874613,0.944772537,-0.05276882,0.996977825,1.021737493
YIR016W,-0.616509688,0.298981342,-0.437764445,0.500682164,3.199650783
YIR017C,0.065543513,0.965350327,-0.780591377,0.137713746,2.030763981
YIR017W-A,0.585385231,0.589528066,-1.114068924,0.241964959,1.283522899
YIR018C-A,0.134092659,0.898328364,-0.308877525,0.729375684,-0.510785508
YIR018W,-0.038814044,0.998184794,-0.76591924,0.075854389,1.593330092
YIR019C,-0.001983597,1,0.472756925,0.251001254,4.661725815
YIR020C,0.362299864,0.954664672,0.659344845,0.858908903,-3.443679852
YIR020C-B,0.31713356,0.588344345,0.2760445,0.670169266,1.793880382
YIR020W-A,0,1,0,1,-4.776081025
YIR021W,-0.096560435,0.855528176,0.252909653,0.530994528,3.773534108
YIR021W-A,-0.547023232,0.307799906,-0.43559218,0.448705694,1.339889946
YIR022W,-0.400854808,0.382223302,-0.144565299,0.820469172,6.621029255
YIR023C-A,0.21989155,0.850084199,0.188225201,0.888259132,-0.556816533
YIR023W,0.884267817,0.02014246,0.48225578,0.262878326,2.535418582
YIR024C,0.201516501,0.730343855,-0.115672526,0.89440984,2.344677766
YIR025W,0.183724032,0.791612448,-0.016797415,1,1.24997933
YIR026C,-0.189064543,0.655770896,-0.28031731,0.478447282,4.29795013
YIR027C,-0.523808371,0.204185674,-0.096449099,0.893677025,3.642026076
YIR028W,1.378627516,4.82E-07,1.823234346,9.79E-12,3.320621258
YIR029W,-0.172148476,0.813185494,-0.042787557,1,1.782964064
YIR030C,-0.793087758,0.016593978,-0.663233217,0.047199705,3.025819192
YIR030W-A,-1.198175436,0.042411344,-0.231994936,0.791710931,-0.013599537
YIR031C,-0.247817078,0.556266649,0.316085113,0.440315462,3.263299204
YIR032C,-1.132986235,0.042102361,1.103923491,0.041390001,4.232109748
YIR033W,0.064647217,0.921742529,-0.489893018,0.159985214,4.105871047
YIR034C,-0.611327498,0.132473505,-0.022865802,1,7.651208031
YIR035C,-1.484037525,0.001038255,-0.233957147,0.734166954,6.406657655
YIR036C,-1.971302575,0.000100805,-1.296876244,0.014909113,5.866042236
YIR036W-A,-1.833541922,7.24E-05,-1.128086043,0.021628778,2.901821843
YIR037W,-0.477716919,0.256851093,0.270780925,0.581676555,7.414516351
YIR038C,-1.019990024,0.046487615,-0.1378754,0.881374679,7.138022718
YIR039C,-0.403860197,0.517626498,0.23649867,0.748141358,5.939334415
YIR040C,-0.63843394,0.398312463,0.256536617,0.799651484,-1.454877589
YIR041W,-0.357111101,0.739677015,-0.465910207,0.711651399,-1.981091171
YIR042C,0.020472517,1,0.614160749,0.128019713,2.94060817
YIR043C,0.250309458,0.688150033,0.064704818,0.973993714,0.878185742
YIR044C,-0.196880995,0.932849542,-0.076624463,1,-1.477774081
YJL001W,-0.570282745,0.12176295,-0.201657846,0.673221703,6.62088289
YJL002C,0.283452207,0.507249822,0.347384389,0.397928551,9.068505837
YJL003W,0.320120073,0.508477699,-0.068921949,0.9546357,2.616708669
YJL004C,0.574834891,0.1505457,0.252527764,0.609125064,5.301897982
YJL005W,0.395239495,0.320056944,0.4157949,0.288788916,4.78567925
YJL006C,0.611079492,0.126085274,0.130466353,0.829613121,2.935958456
YJL007C,-0.252004047,0.91248393,-0.665608524,0.708224195,-3.198706054
YJL008C,-0.313516438,0.468232542,-0.751779193,0.03414934,5.781538742
YJL009W,-0.334833644,0.577636408,-0.478291376,0.396019602,2.029891139
YJL010C,0.672180515,0.163443171,-0.173847612,0.810211973,3.436219025
YJL011C,0.340758574,0.538812255,-0.407622279,0.462703801,3.117159698
YJL012C,-2.315488785,3.74E-09,-2.292378819,6.28E-09,7.05687352
YJL013C,0.581592996,0.288492177,-0.054216247,0.994953931,2.218455708
YJL014W,-0.333537625,0.415699058,-0.63262601,0.072251249,5.605437405
YJL015C,-0.447896476,0.669455525,0.769777483,0.398357475,-0.521838656
YJL016W,-0.106291999,0.868814813,1.096900329,0.002455737,5.77457953
YJL019W,-0.741649415,0.112524633,-0.85703108,0.050614438,4.030827474
YJL020C,-0.456807183,0.206640664,-0.656815729,0.04511321,4.368463702
YJL020W-A,0,1,0,1,-4.776081025
YJL022W,-0.380508265,0.674570721,0.101374261,0.982947485,-1.109266376
YJL023C,-0.03168328,1,-0.65730673,0.152544602,2.62118215
YJL024C,-0.21993339,0.645891579,-0.601466697,0.114248696,3.402347918
YJL025W,0.697798522,0.125611578,0.697776301,0.115712609,3.39205826
YJL026C-A,1.356425403,0.591041335,-0.340700978,1,-4.238761312
YJL026W,-0.014001753,1,0.011757395,1,8.908999583
YJL027C,-0.862984149,0.15433888,-0.704301838,0.26786457,0.364503259
YJL028W,-0.049477085,1,-0.516916448,0.695828456,-1.542996834
YJL029C,0.31312438,0.373075004,0.265669745,0.47691923,3.865408702
YJL030W,-0.266317785,0.503364507,-0.88222688,0.004440245,3.295524025
YJL031C,-0.038144299,0.985071117,-0.953873962,0.004108357,3.471355593
YJL032W,-0.149475457,0.927632765,-2.682654509,0.000553089,-0.692314623
YJL033W,0.634972221,0.217017946,-0.461064802,0.4062667,3.782234147
YJL034W,-0.366501592,0.401382003,-0.003769669,1,9.098467387
YJL035C,-0.078088092,0.897813217,-0.821032767,0.00915795,3.535436528
YJL036W,0.219014681,0.683590554,-0.40051609,0.404782707,2.734859242
YJL037W,0.768765529,0.093668956,1.114652611,0.006953234,2.749511793
YJL038C,0.382546334,0.342942114,0.755495162,0.028171431,4.636516263
YJL039C,0.510460987,0.224381321,1.155683993,0.001135218,6.56179354
YJL041W,0.231694188,0.562746679,-0.039916198,0.978674155,4.729091756
YJL042W,0.139627609,0.84654635,0.570086629,0.254798615,6.860025299
YJL043W,-1.187668021,0.027106586,-0.969946038,0.073132432,2.408498074
YJL044C,-0.211283761,0.603620194,-0.520538536,0.116375881,5.064812482
YJL045W,-1.326654468,0.004299388,-0.201672126,0.780744588,3.577700373
YJL046W,0.809507609,0.051818221,0.644155224,0.131696354,2.533488594
YJL047C,-0.767217283,0.032968062,-1.135639335,0.000664911,3.085988956
YJL047C-A,-2.158631197,7.88E-15,-2.075204978,1.14E-13,3.258848259
YJL048C,-0.427712853,0.374994979,0.94761546,0.019346198,5.196695668
YJL049W,1.038333421,0.091473601,0.36649807,0.64566633,2.093727526
YJL050W,0.656683637,0.155547505,-0.549965093,0.250103158,4.008560682
YJL051W,-0.221512719,0.65013324,-0.148102324,0.797827296,5.976231922
YJL052C-A,-2.324844384,0.011403424,-1.529984485,0.103462437,-2.678811116
YJL052W,-2.811914244,0.000547578,-2.149286284,0.008798206,7.944029352
YJL053W,-0.176233939,0.721629089,-0.2837356,0.531090227,3.902882902
YJL054W,-0.026879199,0.995032573,-0.658501534,0.035567001,4.212044374
YJL055W,-0.51713646,0.257036951,-0.287899331,0.591125504,5.623363228
YJL056C,-1.154103204,0.022996244,0.662374503,0.232355609,4.631979142
YJL057C,-0.098097759,0.841939912,-0.011807947,1,3.233931701
YJL058C,0.074458053,0.91067979,0.283987747,0.496218033,3.019002184
YJL059W,-0.387893702,0.434884013,-0.136436367,0.84672938,6.702626587
YJL060W,0.368740227,0.4051192,0.767541436,0.03976186,6.268312531
YJL061W,-0.09984579,0.875170353,-0.421171485,0.32641766,4.138267935
YJL062W,0.155020101,0.759470909,0.182517623,0.724388148,7.470418029
YJL062W-A,-0.618293258,0.216593122,-0.095388169,0.923825787,6.616267566
YJL063C,-0.790083998,0.068431355,-0.764320239,0.070228796,4.378803275
YJL064W,0.756181271,0.115215881,0.40796817,0.46574243,1.147945838
YJL065C,0.021445384,1,-0.136418815,0.798662383,3.344894879
YJL066C,-1.024952201,0.009746334,-0.376186677,0.439794798,3.238271826
YJL067W,-1.002685149,0.141299508,0.179757911,0.885406474,0.026753994
YJL068C,-1.038012785,0.011526647,-0.5172176,0.268888786,7.282696651
YJL069C,-0.232533347,0.573771787,-0.681503816,0.036449259,3.990193377
YJL070C,-0.08426696,0.892393824,0.389588281,0.303187394,3.070879211
YJL071W,0.255134397,0.527336418,0.727503472,0.022403947,4.672495934
YJL072C,-0.344430055,0.373672048,-0.223961394,0.616496185,4.314467194
YJL073W,-0.253094448,0.511758995,-0.027263148,1,4.282898996
YJL074C,0.287705844,0.605457055,-0.439314232,0.403187789,2.154741394
YJL075C,-0.398168008,0.589475355,-0.186081058,0.864755363,0.906400323
YJL076W,0.024946025,1,-0.287978151,0.524174376,4.765321866
YJL077C,-0.635610162,0.100820515,-0.74101038,0.041764028,3.715729191
YJL077W-A,0,1,0,1,-4.776081025
YJL077W-B,-0.502382138,0.471752844,-0.195295886,0.841705593,1.014913227
YJL078C,-0.36353403,0.548549518,-0.373083164,0.54805716,8.691316478
YJL079C,-0.136767736,0.910071964,0.068461949,0.989192726,7.643916295
YJL080C,0.277632223,0.577636408,0.493869657,0.263549556,7.056788648
YJL081C,-0.071904022,0.923594942,-0.952840008,0.005507802,4.0748968
YJL082W,-0.067130621,0.923594942,1.245955612,6.40E-05,5.129228484
YJL083W,-0.946623615,0.016732941,-0.981328688,0.010732244,3.486306108
YJL084C,0.047500453,0.965096932,0.684873625,0.046797203,4.605629873
YJL085W,0.177963891,0.792958322,-0.321269582,0.609978656,2.521224814
YJL086C,1.655707473,0.144841923,0.587612378,0.734515144,-2.547891635
YJL087C,0.856956293,0.089553291,0.337305337,0.592074352,2.283123288
YJL088W,-0.20753085,0.793590265,-0.599441572,0.333082429,4.823918768
YJL089W,-1.40095147,2.20E-06,-0.71201299,0.029420763,4.103588636
YJL090C,-0.458872858,0.190777825,-0.182167459,0.684856927,3.420741041
YJL091C,-0.397455653,0.416028581,-0.252533375,0.658244253,6.98559076
YJL092W,-1.588768283,0.000110996,-1.224769285,0.003972472,5.40355253
YJL093C,0.279557237,0.539728671,0.483241598,0.230239079,7.059412717
YJL094C,-0.314721261,0.509578662,0.112310752,0.874723859,7.227212454
YJL095W,0.339254619,0.452654458,0.238571422,0.645659167,2.895106695
YJL096W,0.639525599,0.157795869,0.313607109,0.55838216,3.727945584
YJL097W,-0.92780027,0.023561768,-0.922832354,0.020692852,7.989349998
YJL098W,1.130055885,0.007540207,0.338545412,0.540559467,3.33612949
YJL099W,0.334864624,0.358769745,0.095308006,0.868384479,3.015749173
YJL100W,-0.428416412,0.268701842,0.001232239,1,3.704456649
YJL101C,-0.173310094,0.716332055,0.372543256,0.353490142,5.148974761
YJL102W,0.725081353,0.139210427,0.536970484,0.302764293,1.822828778
YJL103C,0.615818383,0.104762572,1.091121872,0.00100663,2.847970362
YJL104W,0.353383473,0.375584025,-0.105286138,0.866827799,3.927435889
YJL105W,-2.162772643,4.94E-13,-1.654018426,5.97E-08,4.296288688
YJL106W,0.204240972,0.766986451,0.475267172,0.404929018,1.656079387
YJL107C,0.394078805,0.466565691,-0.079129402,0.949102538,1.56691969
YJL108C,0.779495358,0.036952626,1.060721466,0.002197582,2.952199972
YJL109C,0.68624117,0.134626626,1.290053373,0.001265759,6.656870182
YJL110C,1.069822711,0.01076444,0.40609041,0.42868665,3.078324312
YJL111W,-0.002461666,1,-0.400687481,0.319995235,5.701466687
YJL112W,0.250869652,0.566178133,-0.256115527,0.578489605,3.165416122
YJL113W,1.128868989,0.022942811,0.513920953,0.380910013,0.535716521
YJL114W,-1.427580321,0.027869614,-1.278439292,0.059978295,-1.365850272
YJL115W,0.015542519,1,-0.280672605,0.679707608,2.182238681
YJL116C,1.253703524,0.003791764,1.419572166,0.000804297,4.829135898
YJL117W,-0.059849817,0.945228091,-0.009361406,1,5.848785809
YJL118W,-0.288691714,0.440302539,-0.281728904,0.463301771,4.238330607
YJL119C,-1.538611319,0.001464851,-1.020361665,0.044580598,0.865102532
YJL120W,-1.674062287,0.001747725,-0.914904022,0.11484169,0.897598859
YJL121C,-0.835207546,0.103359081,-0.660310343,0.209273989,9.036997853
YJL122W,0.481060616,0.395224548,-0.062167425,0.978674155,4.017981911
YJL123C,0.183406264,0.700338803,-0.66585885,0.060966886,4.194798137
YJL124C,0.044261416,0.977742083,-0.358252383,0.446861599,4.451406969
YJL125C,0.453605347,0.343872999,-0.25896671,0.659038268,3.08894914
YJL126W,-0.383678411,0.399968129,-0.286406131,0.569706752,2.656720716
YJL127C,-0.576654279,0.286587169,-1.134755434,0.015647772,2.562474497
YJL127C-B,-1.22524477,0.000372969,-1.141111769,0.001079963,2.945796769
YJL127W-A,0.456418106,0.589475355,-0.562243654,0.531668827,-0.660409214
YJL128C,0.262092797,0.466348252,-0.227417365,0.556411001,3.945506817
YJL129C,0.347303253,0.338735352,0.166918569,0.711865602,4.640356152
YJL130C,0.009942658,1,0.846774668,0.021790651,9.986109395
YJL131C,0.104933145,0.874685753,-0.276919752,0.583621431,2.519631554
YJL132W,-0.735963786,0.131349908,0.29445217,0.63497718,4.867059063
YJL133C-A,-0.352950619,0.617143839,0.751332057,0.210320789,9.358673757
YJL133W,0.409979791,0.273094507,0.669866152,0.042372439,5.731072787
YJL134W,2.353316262,0.148723666,-5.330458396,0.000861908,5.028523318
YJL135W,0.897926782,0.076585995,0.628645801,0.245128709,1.373829809
YJL136C,0.835114315,0.143804167,0.628845712,0.293042717,8.041884701
YJL136W-A,-1.318509237,0.239883125,-1.271341508,0.28545993,-3.220698177
YJL137C,-0.007371776,1,0.245304203,0.602001345,3.963569854
YJL138C,0.283122745,0.534154887,0.592530766,0.122591131,10.10314895
YJL139C,-0.235361482,0.647058169,0.11189611,0.877505887,5.429397622
YJL140W,-0.193058863,0.665781073,-0.367247642,0.34356902,5.862369013
YJL141C,-0.265365872,0.559685166,0.545051867,0.160094136,4.546256294
YJL142C,0.216655691,0.740935628,0.648247889,0.218128014,1.611041817
YJL143W,-0.267023578,0.585941841,0.171452562,0.764640329,7.755439909
YJL144W,-0.469773143,0.3730323,-0.274701499,0.664733897,1.646171482
YJL145W,-0.624242781,0.093545989,-1.402885092,1.01E-05,4.720556626
YJL146W,-0.150851897,0.722383418,0.562316759,0.071589682,3.800727537
YJL147C,0.41508629,0.320767462,0.007610203,1,2.697977747
YJL148W,0.739119798,0.165612764,0.006147385,1,4.282210646
YJL149W,0.054416444,0.944772537,0.896984323,0.004103257,4.534976185
YJL150W,-0.146026977,0.938145504,1.087649027,0.103021971,-1.619933926
YJL151C,-1.576556284,0.000440568,-1.093724014,0.019713261,7.678850992
YJL152W,-1.649378046,4.34E-05,-1.052868918,0.013426373,4.278768257
YJL153C,-4.063431758,7.95E-09,0.591323982,0.520356715,8.235370337
YJL154C,0.487789809,0.21059344,0.455865669,0.244795748,4.383356631
YJL155C,0.319469454,0.433160853,-0.200326854,0.674385989,2.691213334
YJL156C,-1.156207857,0.000313768,-1.268112671,6.93E-05,5.056673462
